,advanced education,non advanced education
8865,high>50K,
8866,,low>50K
8867,,low<=50K
8868,,low<=50K
8869,high>50K,
8870,,low<=50K
8871,,low<=50K
8872,,low<=50K
8873,high<=50K,
8874,,low<=50K
8875,,low<=50K
8876,high>50K,
8877,,low<=50K
8878,,low<=50K
8879,,low>50K
8880,,low<=50K
8881,,low>50K
8882,,low<=50K
8883,high>50K,
8884,,low<=50K
8885,,low<=50K
8886,,low<=50K
8887,,low<=50K
8888,,low<=50K
8889,,low<=50K
8890,,low<=50K
8891,,low<=50K
8892,high<=50K,
8893,,low<=50K
8894,high<=50K,
8895,,low<=50K
8896,,low<=50K
8897,high<=50K,
8898,high<=50K,
8899,,low<=50K
8900,,low<=50K
8901,,low<=50K
8902,high<=50K,
8903,high>50K,
8904,,low<=50K
8905,high>50K,
8906,high<=50K,
8907,,low<=50K
8908,,low>50K
8909,,low<=50K
8910,high<=50K,
8911,high<=50K,
8912,,low<=50K
8913,,low>50K
8914,,low<=50K
8915,,low<=50K
8916,,low<=50K
8917,,low<=50K
8918,,low<=50K
8919,,low<=50K
8920,high>50K,
8921,,low>50K
8922,high<=50K,
8923,,low<=50K
8924,high>50K,
8925,high<=50K,
8926,,low>50K
8927,high<=50K,
8928,,low<=50K
8929,,low<=50K
8930,,low>50K
8931,,low<=50K
8932,,low<=50K
8933,,low<=50K
8934,,low<=50K
8935,,low<=50K
8936,high<=50K,
8937,,low<=50K
8938,,low<=50K
8939,high<=50K,
8940,,low>50K
8941,high>50K,
8942,,low>50K
8943,,low<=50K
8944,,low<=50K
8945,,low<=50K
8946,,low<=50K
8947,,low<=50K
8948,,low<=50K
8949,,low>50K
8950,,low>50K
8951,high<=50K,
8952,,low<=50K
8953,,low>50K
8954,,low<=50K
8955,high>50K,
8956,high<=50K,
8957,,low<=50K
8958,high>50K,
8959,,low<=50K
8960,,low<=50K
8961,,low<=50K
8962,,low<=50K
8963,,low>50K
8964,,low<=50K
8965,,low<=50K
8966,,low>50K
8967,,low<=50K
8968,,low>50K
8969,,low<=50K
8970,,low<=50K
8971,,low<=50K
8972,,low<=50K
8973,high<=50K,
8974,,low<=50K
8975,,low<=50K
8976,,low<=50K
8977,,low<=50K
8978,high<=50K,
8979,high<=50K,
8980,high>50K,
8981,,low<=50K
8982,,low<=50K
8983,,low<=50K
8984,,low>50K
8985,,low<=50K
8986,,low>50K
8987,,low<=50K
8988,,low<=50K
8989,,low<=50K
8990,,low<=50K
8991,,low<=50K
8992,high<=50K,
8993,,low<=50K
8994,,low<=50K
8995,,low<=50K
8996,,low<=50K
8997,high>50K,
8998,,low<=50K
8999,high>50K,
9000,,low<=50K
9001,,low<=50K
9002,,low>50K
9003,,low<=50K
9004,high>50K,
9005,,low>50K
9006,,low<=50K
9007,,low>50K
9008,high<=50K,
9009,high>50K,
9010,,low<=50K
9011,high>50K,
9012,high>50K,
9013,high>50K,
9014,,low<=50K
9015,,low<=50K
9016,high<=50K,
9017,,low<=50K
9018,high<=50K,
9019,,low<=50K
9020,,low<=50K
9021,high<=50K,
9022,,low>50K
9023,high<=50K,
9024,,low<=50K
9025,,low<=50K
9026,,low<=50K
9027,high>50K,
9028,,low<=50K
9029,,low<=50K
9030,,low<=50K
9031,,low>50K
9032,,low<=50K
9033,,low<=50K
9034,,low<=50K
9035,,low>50K
9036,,low<=50K
9037,,low<=50K
9038,high>50K,
9039,,low<=50K
9040,,low>50K
9041,,low<=50K
9042,high<=50K,
9043,,low<=50K
9044,high<=50K,
9045,,low<=50K
9046,,low<=50K
9047,,low>50K
9048,,low>50K
9049,high>50K,
9050,,low<=50K
9051,high>50K,
9052,high>50K,
9053,,low>50K
9054,high<=50K,
9055,,low<=50K
9056,high>50K,
9057,,low<=50K
9058,,low<=50K
9059,,low<=50K
9060,,low<=50K
9061,,low<=50K
9062,,low<=50K
9063,high>50K,
9064,,low<=50K
9065,,low<=50K
9066,,low<=50K
9067,,low<=50K
9068,,low>50K
9069,,low<=50K
9070,,low<=50K
9071,,low<=50K
9072,high>50K,
9073,,low<=50K
9074,,low<=50K
9075,,low<=50K
9076,,low<=50K
9077,,low<=50K
9078,,low>50K
9079,high<=50K,
9080,high<=50K,
9081,,low>50K
9082,,low<=50K
9083,,low>50K
9084,high>50K,
9085,high>50K,
9086,,low<=50K
9087,,low<=50K
9088,,low<=50K
9089,,low<=50K
9090,,low<=50K
9091,,low<=50K
9092,,low<=50K
9093,,low>50K
9094,high<=50K,
9095,,low<=50K
9096,,low<=50K
9097,high>50K,
9098,,low>50K
9099,,low<=50K
9100,,low<=50K
9101,,low>50K
9102,,low<=50K
9103,,low<=50K
9104,,low<=50K
9105,high>50K,
9106,,low<=50K
9107,,low<=50K
9108,,low<=50K
9109,,low<=50K
9110,,low<=50K
9111,,low<=50K
9112,,low<=50K
9113,,low>50K
9114,high<=50K,
9115,,low>50K
9116,,low<=50K
9117,,low<=50K
9118,,low<=50K
9119,high>50K,
9120,high>50K,
9121,,low<=50K
9122,,low<=50K
9123,,low<=50K
9124,,low<=50K
9125,,low<=50K
9126,high<=50K,
9127,,low<=50K
9128,,low>50K
9129,,low>50K
9130,,low<=50K
9131,high<=50K,
9132,high<=50K,
9133,,low>50K
9134,,low<=50K
9135,,low<=50K
9136,high>50K,
9137,,low<=50K
9138,,low<=50K
9139,,low<=50K
9140,high>50K,
9141,,low<=50K
9142,,low<=50K
9143,,low<=50K
9144,high<=50K,
9145,,low<=50K
9146,high>50K,
9147,,low<=50K
9148,,low<=50K
9149,,low<=50K
9150,,low<=50K
9151,,low<=50K
9152,,low<=50K
9153,high<=50K,
9154,high<=50K,
9155,,low<=50K
9156,high<=50K,
9157,,low<=50K
9158,high<=50K,
9159,high<=50K,
9160,,low<=50K
9161,,low<=50K
9162,,low<=50K
9163,,low<=50K
9164,,low<=50K
9165,,low<=50K
9166,,low>50K
9167,,low<=50K
9168,,low<=50K
9169,,low<=50K
9170,,low<=50K
9171,,low<=50K
9172,high<=50K,
9173,,low>50K
9174,high>50K,
9175,,low<=50K
9176,,low<=50K
9177,,low<=50K
9178,high<=50K,
9179,,low<=50K
9180,high>50K,
9181,,low>50K
9182,,low<=50K
9183,,low<=50K
9184,high<=50K,
9185,,low<=50K
9186,,low<=50K
9187,,low<=50K
9188,,low<=50K
9189,,low<=50K
9190,high<=50K,
9191,,low<=50K
9192,high<=50K,
9193,,low<=50K
9194,,low<=50K
9195,high>50K,
9196,,low<=50K
9197,,low<=50K
9198,,low<=50K
9199,,low<=50K
9200,,low>50K
9201,,low<=50K
9202,,low<=50K
9203,,low<=50K
9204,,low<=50K
9205,,low<=50K
9206,,low<=50K
9207,,low>50K
9208,high>50K,
9209,,low<=50K
9210,,low<=50K
9211,,low<=50K
9212,,low<=50K
9213,,low>50K
9214,,low<=50K
9215,,low<=50K
9216,,low<=50K
9217,high<=50K,
9218,,low<=50K
9219,,low<=50K
9220,,low<=50K
9221,high<=50K,
9222,,low<=50K
9223,high<=50K,
9224,high<=50K,
9225,,low>50K
9226,,low>50K
9227,,low>50K
9228,,low>50K
9229,,low<=50K
9230,,low<=50K
9231,,low<=50K
9232,,low<=50K
9233,,low<=50K
9234,,low<=50K
9235,,low<=50K
9236,,low<=50K
9237,,low<=50K
9238,,low<=50K
9239,,low<=50K
9240,,low<=50K
9241,,low<=50K
9242,high>50K,
9243,high<=50K,
9244,,low<=50K
9245,high>50K,
9246,,low<=50K
9247,,low<=50K
9248,,low<=50K
9249,,low<=50K
9250,high<=50K,
9251,,low<=50K
9252,,low<=50K
9253,high<=50K,
9254,high<=50K,
9255,,low<=50K
9256,,low<=50K
9257,high<=50K,
9258,,low<=50K
9259,,low>50K
9260,,low<=50K
9261,,low<=50K
9262,,low<=50K
9263,,low>50K
9264,,low<=50K
9265,,low<=50K
9266,high<=50K,
9267,,low<=50K
9268,high<=50K,
9269,,low<=50K
9270,,low<=50K
9271,,low<=50K
9272,high>50K,
9273,,low<=50K
9274,,low<=50K
9275,,low>50K
9276,,low>50K
9277,,low<=50K
9278,high>50K,
9279,high>50K,
9280,high<=50K,
9281,,low<=50K
9282,,low<=50K
9283,,low<=50K
9284,,low<=50K
9285,,low<=50K
9286,,low<=50K
9287,,low<=50K
9288,,low<=50K
9289,,low<=50K
9290,,low<=50K
9291,high<=50K,
9292,high>50K,
9293,,low>50K
9294,,low<=50K
9295,,low>50K
9296,,low<=50K
9297,,low<=50K
9298,high>50K,
9299,high>50K,
9300,,low<=50K
9301,,low<=50K
9302,,low<=50K
9303,high<=50K,
9304,,low>50K
9305,,low<=50K
9306,,low<=50K
9307,,low<=50K
9308,,low<=50K
9309,,low>50K
9310,,low<=50K
9311,,low<=50K
9312,,low<=50K
9313,high>50K,
9314,,low<=50K
9315,,low>50K
9316,,low<=50K
9317,,low<=50K
9318,high<=50K,
9319,,low<=50K
9320,,low<=50K
9321,high<=50K,
9322,,low<=50K
9323,high<=50K,
9324,high>50K,
9325,,low<=50K
9326,,low>50K
9327,,low<=50K
9328,high>50K,
9329,,low<=50K
9330,high>50K,
9331,,low<=50K
9332,high>50K,
9333,,low<=50K
9334,,low<=50K
9335,,low<=50K
9336,,low>50K
9337,high>50K,
9338,,low<=50K
9339,,low>50K
9340,,low>50K
9341,,low<=50K
9342,,low<=50K
9343,,low>50K
9344,,low<=50K
9345,,low<=50K
9346,,low<=50K
9347,high<=50K,
9348,,low<=50K
9349,,low>50K
9350,,low>50K
9351,,low<=50K
9352,,low<=50K
9353,,low>50K
9354,,low>50K
9355,,low<=50K
9356,,low<=50K
9357,,low<=50K
9358,high<=50K,
9359,high>50K,
9360,high<=50K,
9361,,low<=50K
9362,high>50K,
9363,,low>50K
9364,,low<=50K
9365,,low<=50K
9366,high<=50K,
9367,,low<=50K
9368,,low<=50K
9369,high>50K,
9370,,low<=50K
9371,,low<=50K
9372,,low<=50K
9373,,low<=50K
9374,,low<=50K
9375,,low<=50K
9376,high<=50K,
9377,,low<=50K
9378,,low<=50K
9379,,low>50K
9380,,low<=50K
9381,,low<=50K
9382,,low<=50K
9383,,low<=50K
9384,,low<=50K
9385,,low>50K
9386,,low<=50K
9387,high<=50K,
9388,,low<=50K
9389,high>50K,
9390,,low<=50K
9391,,low<=50K
9392,,low<=50K
9393,,low<=50K
9394,high<=50K,
9395,,low<=50K
9396,,low>50K
9397,,low<=50K
9398,,low<=50K
9399,,low<=50K
9400,,low<=50K
9401,,low<=50K
9402,,low>50K
9403,,low<=50K
9404,,low<=50K
9405,,low<=50K
9406,,low<=50K
9407,,low<=50K
9408,high<=50K,
9409,,low<=50K
9410,,low<=50K
9411,,low>50K
9412,high<=50K,
9413,,low<=50K
9414,,low>50K
9415,high>50K,
9416,,low>50K
9417,,low<=50K
9418,,low<=50K
9419,,low<=50K
9420,,low<=50K
9421,,low<=50K
9422,,low<=50K
9423,high<=50K,
9424,,low<=50K
9425,high<=50K,
9426,,low<=50K
9427,,low<=50K
9428,,low<=50K
9429,,low<=50K
9430,,low<=50K
9431,,low>50K
9432,,low<=50K
9433,high>50K,
9434,,low<=50K
9435,,low<=50K
9436,high>50K,
9437,,low>50K
9438,,low<=50K
9439,,low<=50K
9440,,low<=50K
9441,,low<=50K
9442,,low>50K
9443,,low<=50K
9444,,low<=50K
9445,,low<=50K
9446,,low<=50K
9447,,low<=50K
9448,,low<=50K
9449,,low<=50K
9450,high<=50K,
9451,,low<=50K
9452,,low<=50K
9453,,low<=50K
9454,,low<=50K
9455,,low>50K
9456,,low<=50K
9457,,low<=50K
9458,,low<=50K
9459,,low<=50K
9460,high<=50K,
9461,high<=50K,
9462,high<=50K,
9463,high>50K,
9464,,low>50K
9465,,low>50K
9466,,low<=50K
9467,,low<=50K
9468,,low<=50K
9469,,low<=50K
9470,,low<=50K
9471,,low>50K
9472,high<=50K,
9473,,low>50K
9474,,low<=50K
9475,,low<=50K
9476,high>50K,
9477,,low<=50K
9478,high<=50K,
9479,,low<=50K
9480,high<=50K,
9481,,low<=50K
9482,,low<=50K
9483,,low<=50K
9484,high>50K,
9485,,low<=50K
9486,,low<=50K
9487,,low>50K
9488,,low<=50K
9489,,low<=50K
9490,,low>50K
9491,high<=50K,
9492,high>50K,
9493,high<=50K,
9494,high<=50K,
9495,,low<=50K
9496,high<=50K,
9497,high>50K,
9498,,low>50K
9499,,low<=50K
9500,,low<=50K
9501,,low<=50K
9502,high<=50K,
9503,,low>50K
9504,,low<=50K
9505,,low<=50K
9506,high>50K,
9507,high>50K,
9508,,low>50K
9509,,low>50K
9510,,low<=50K
9511,,low<=50K
9512,,low<=50K
9513,,low<=50K
9514,,low<=50K
9515,,low<=50K
9516,,low<=50K
9517,,low<=50K
9518,,low<=50K
9519,high<=50K,
9520,,low>50K
9521,,low<=50K
9522,,low<=50K
9523,high<=50K,
9524,,low<=50K
9525,,low<=50K
9526,,low>50K
9527,,low<=50K
9528,,low<=50K
9529,,low<=50K
9530,high>50K,
9531,,low<=50K
9532,,low<=50K
9533,,low<=50K
9534,,low>50K
9535,high<=50K,
9536,high<=50K,
9537,high<=50K,
9538,,low<=50K
9539,,low<=50K
9540,high<=50K,
9541,,low<=50K
9542,,low<=50K
9543,high<=50K,
9544,,low<=50K
9545,,low<=50K
9546,high>50K,
9547,,low<=50K
9548,high>50K,
9549,,low<=50K
9550,,low<=50K
9551,high<=50K,
9552,,low<=50K
9553,,low>50K
9554,high<=50K,
9555,,low<=50K
9556,,low<=50K
9557,,low<=50K
9558,,low<=50K
9559,,low<=50K
9560,,low<=50K
9561,high<=50K,
9562,,low>50K
9563,,low<=50K
9564,,low<=50K
9565,,low<=50K
9566,high>50K,
9567,,low<=50K
9568,high>50K,
9569,,low<=50K
9570,,low<=50K
9571,,low<=50K
9572,,low<=50K
9573,high<=50K,
9574,high>50K,
9575,,low<=50K
9576,,low<=50K
9577,,low<=50K
9578,,low<=50K
9579,high>50K,
9580,high>50K,
9581,high>50K,
9582,high<=50K,
9583,,low<=50K
9584,,low<=50K
9585,,low<=50K
9586,,low<=50K
9587,,low<=50K
9588,high>50K,
9589,,low<=50K
9590,,low>50K
9591,,low<=50K
9592,,low<=50K
9593,,low>50K
9594,high>50K,
9595,high>50K,
9596,,low<=50K
9597,,low<=50K
9598,,low<=50K
9599,,low>50K
9600,high<=50K,
9601,,low<=50K
9602,high<=50K,
9603,,low<=50K
9604,,low<=50K
9605,,low<=50K
9606,,low<=50K
9607,,low<=50K
9608,,low<=50K
9609,,low>50K
9610,,low<=50K
9611,,low<=50K
9612,high>50K,
9613,,low<=50K
9614,,low<=50K
9615,high>50K,
9616,,low>50K
9617,,low<=50K
9618,,low>50K
9619,high<=50K,
9620,high<=50K,
9621,,low<=50K
9622,,low<=50K
9623,high<=50K,
9624,high>50K,
9625,,low>50K
9626,,low<=50K
9627,,low>50K
9628,,low<=50K
9629,,low<=50K
9630,,low>50K
9631,high<=50K,
9632,,low<=50K
9633,high>50K,
9634,,low<=50K
9635,high<=50K,
9636,,low<=50K
9637,,low<=50K
9638,,low<=50K
9639,,low>50K
9640,,low<=50K
9641,,low>50K
9642,,low<=50K
9643,,low>50K
9644,,low<=50K
9645,,low<=50K
9646,,low<=50K
9647,,low<=50K
9648,,low<=50K
9649,,low<=50K
9650,,low<=50K
9651,,low<=50K
9652,,low<=50K
9653,high<=50K,
9654,,low<=50K
9655,high>50K,
9656,high<=50K,
9657,high<=50K,
9658,high<=50K,
9659,high>50K,
9660,high>50K,
9661,,low<=50K
9662,,low<=50K
9663,,low<=50K
9664,high>50K,
9665,,low>50K
9666,high>50K,
9667,,low<=50K
9668,,low<=50K
9669,,low<=50K
9670,high>50K,
9671,,low<=50K
9672,,low<=50K
9673,,low>50K
9674,high<=50K,
9675,,low>50K
9676,,low<=50K
9677,,low<=50K
9678,,low<=50K
9679,high>50K,
9680,,low<=50K
9681,high<=50K,
9682,high<=50K,
9683,,low<=50K
9684,,low<=50K
9685,,low<=50K
9686,,low>50K
9687,,low<=50K
9688,,low<=50K
9689,,low<=50K
9690,,low<=50K
9691,,low<=50K
9692,,low<=50K
9693,,low<=50K
9694,,low<=50K
9695,,low>50K
9696,high>50K,
9697,high<=50K,
9698,high<=50K,
9699,,low<=50K
9700,,low<=50K
9701,,low<=50K
9702,high<=50K,
9703,high>50K,
9704,,low<=50K
9705,,low<=50K
9706,,low>50K
9707,high>50K,
9708,high>50K,
9709,high>50K,
9710,,low<=50K
9711,high<=50K,
9712,,low<=50K
9713,,low<=50K
9714,,low<=50K
9715,,low>50K
9716,,low>50K
9717,,low<=50K
9718,,low<=50K
9719,high<=50K,
9720,,low>50K
9721,,low<=50K
9722,high<=50K,
9723,high<=50K,
9724,,low<=50K
9725,,low<=50K
9726,high<=50K,
9727,,low<=50K
9728,high<=50K,
9729,,low<=50K
9730,,low<=50K
9731,,low<=50K
9732,,low<=50K
9733,,low<=50K
9734,,low<=50K
9735,high>50K,
9736,,low<=50K
9737,,low<=50K
9738,high<=50K,
9739,,low>50K
9740,,low<=50K
9741,,low<=50K
9742,,low>50K
9743,,low<=50K
9744,high>50K,
9745,high<=50K,
9746,,low<=50K
9747,,low>50K
9748,,low<=50K
9749,,low<=50K
9750,,low>50K
9751,,low>50K
9752,,low>50K
9753,,low>50K
9754,,low<=50K
9755,high<=50K,
9756,,low<=50K
9757,,low<=50K
9758,high<=50K,
9759,,low>50K
9760,high<=50K,
9761,high<=50K,
9762,high>50K,
9763,,low<=50K
9764,,low<=50K
9765,,low<=50K
9766,,low<=50K
9767,,low<=50K
9768,,low<=50K
9769,,low<=50K
9770,,low<=50K
9771,high<=50K,
9772,,low<=50K
9773,,low<=50K
9774,,low<=50K
9775,,low<=50K
9776,,low<=50K
9777,,low<=50K
9778,high<=50K,
9779,,low<=50K
9780,,low<=50K
9781,,low>50K
9782,,low>50K
9783,high<=50K,
9784,,low<=50K
9785,,low>50K
9786,,low<=50K
9787,,low<=50K
9788,,low<=50K
9789,,low<=50K
9790,,low<=50K
9791,high>50K,
9792,high<=50K,
9793,,low<=50K
9794,,low<=50K
9795,,low<=50K
9796,,low<=50K
9797,,low<=50K
9798,,low<=50K
9799,high<=50K,
9800,,low<=50K
9801,,low<=50K
9802,high<=50K,
9803,high<=50K,
9804,high<=50K,
9805,,low<=50K
9806,,low<=50K
9807,,low<=50K
9808,high<=50K,
9809,,low>50K
9810,,low>50K
9811,high>50K,
9812,,low<=50K
9813,high<=50K,
9814,,low<=50K
9815,,low<=50K
9816,,low<=50K
9817,,low<=50K
9818,high<=50K,
9819,,low<=50K
9820,,low<=50K
9821,,low<=50K
9822,,low<=50K
9823,high<=50K,
9824,,low>50K
9825,,low<=50K
9826,,low<=50K
9827,,low<=50K
9828,,low<=50K
9829,,low<=50K
9830,,low>50K
9831,,low<=50K
9832,,low>50K
9833,,low<=50K
9834,high>50K,
9835,high<=50K,
9836,,low<=50K
9837,high<=50K,
9838,high>50K,
9839,high<=50K,
9840,high>50K,
9841,,low<=50K
9842,,low>50K
9843,,low<=50K
9844,,low<=50K
9845,,low<=50K
9846,,low>50K
9847,,low<=50K
9848,,low<=50K
9849,,low>50K
9850,,low>50K
9851,,low<=50K
9852,,low<=50K
9853,high>50K,
9854,,low<=50K
9855,,low<=50K
9856,,low<=50K
9857,,low<=50K
9858,,low<=50K
9859,,low<=50K
9860,high<=50K,
9861,,low<=50K
9862,,low<=50K
9863,high>50K,
9864,,low<=50K
9865,,low>50K
9866,,low<=50K
9867,,low<=50K
9868,high>50K,
9869,,low<=50K
9870,,low>50K
9871,high<=50K,
9872,,low<=50K
9873,,low<=50K
9874,,low<=50K
9875,,low<=50K
9876,,low>50K
9877,,low>50K
9878,high>50K,
9879,,low<=50K
9880,high>50K,
9881,high<=50K,
9882,,low<=50K
9883,high<=50K,
9884,,low<=50K
9885,,low>50K
9886,,low<=50K
9887,,low<=50K
9888,,low<=50K
9889,,low<=50K
9890,,low<=50K
9891,,low<=50K
9892,,low>50K
9893,,low<=50K
9894,,low<=50K
9895,,low<=50K
9896,,low>50K
9897,,low<=50K
9898,high>50K,
9899,,low>50K
9900,,low<=50K
9901,,low<=50K
9902,,low<=50K
9903,,low<=50K
9904,,low<=50K
9905,high>50K,
9906,,low<=50K
9907,,low>50K
9908,,low<=50K
9909,,low<=50K
9910,,low<=50K
9911,,low<=50K
9912,,low<=50K
9913,high>50K,
9914,,low<=50K
9915,,low<=50K
9916,,low>50K
9917,,low<=50K
9918,,low>50K
9919,high>50K,
9920,,low>50K
9921,,low<=50K
9922,,low<=50K
9923,,low<=50K
9924,,low<=50K
9925,,low<=50K
9926,high>50K,
9927,,low<=50K
9928,,low<=50K
9929,,low<=50K
9930,,low<=50K
9931,,low<=50K
9932,,low>50K
9933,,low<=50K
9934,high>50K,
9935,,low<=50K
9936,,low<=50K
9937,high>50K,
9938,high<=50K,
9939,,low<=50K
9940,,low<=50K
9941,,low<=50K
9942,,low<=50K
9943,,low<=50K
9944,,low>50K
9945,high<=50K,
9946,high<=50K,
9947,,low<=50K
9948,,low<=50K
9949,,low>50K
9950,high>50K,
9951,,low<=50K
9952,,low<=50K
9953,,low<=50K
9954,high<=50K,
9955,high<=50K,
9956,,low>50K
9957,high<=50K,
9958,,low>50K
9959,,low<=50K
9960,,low>50K
9961,,low<=50K
9962,,low>50K
9963,,low<=50K
9964,,low<=50K
9965,high<=50K,
9966,,low>50K
9967,,low<=50K
9968,,low<=50K
9969,,low<=50K
9970,,low>50K
9971,,low<=50K
9972,,low<=50K
9973,,low<=50K
9974,,low<=50K
9975,,low<=50K
9976,high<=50K,
9977,,low<=50K
9978,,low<=50K
9979,high>50K,
9980,,low<=50K
9981,,low>50K
9982,,low<=50K
9983,,low<=50K
9984,,low<=50K
9985,,low<=50K
9986,high>50K,
9987,,low<=50K
9988,,low<=50K
9989,,low<=50K
9990,,low>50K
9991,,low<=50K
9992,high<=50K,
9993,,low<=50K
9994,high<=50K,
9995,high>50K,
9996,,low<=50K
9997,,low<=50K
9998,,low<=50K
9999,,low<=50K
10000,,low<=50K
10001,high<=50K,
10002,,low<=50K
10003,,low<=50K
10004,,low<=50K
10005,,low>50K
10006,,low<=50K
10007,,low<=50K
10008,,low>50K
10009,high>50K,
10010,,low>50K
10011,,low>50K
10012,,low>50K
10013,,low<=50K
10014,,low<=50K
10015,,low<=50K
10016,,low<=50K
10017,,low<=50K
10018,high>50K,
10019,high>50K,
10020,,low<=50K
10021,,low<=50K
10022,,low<=50K
10023,,low<=50K
10024,,low<=50K
10025,high<=50K,
10026,,low<=50K
10027,,low<=50K
10028,,low<=50K
10029,,low<=50K
10030,,low<=50K
10031,,low<=50K
10032,,low>50K
10033,,low<=50K
10034,high>50K,
10035,high<=50K,
10036,high<=50K,
10037,,low<=50K
10038,,low<=50K
10039,,low<=50K
10040,,low<=50K
10041,,low<=50K
10042,,low>50K
10043,,low<=50K
10044,high<=50K,
10045,,low<=50K
10046,,low<=50K
10047,,low<=50K
10048,high>50K,
10049,high<=50K,
10050,high>50K,
10051,,low<=50K
10052,,low<=50K
10053,high<=50K,
10054,high>50K,
10055,,low>50K
10056,,low<=50K
10057,,low>50K
10058,,low<=50K
10059,high>50K,
10060,high>50K,
10061,high<=50K,
10062,,low<=50K
10063,,low<=50K
10064,,low<=50K
10065,,low<=50K
10066,,low<=50K
10067,,low<=50K
10068,,low<=50K
10069,,low<=50K
10070,,low<=50K
10071,,low<=50K
10072,,low<=50K
10073,,low>50K
10074,,low<=50K
10075,,low>50K
10076,,low<=50K
10077,,low<=50K
10078,,low>50K
10079,,low<=50K
10080,,low<=50K
10081,,low>50K
10082,,low<=50K
10083,,low<=50K
10084,high>50K,
10085,,low<=50K
10086,high<=50K,
10087,,low<=50K
10088,,low<=50K
10089,,low>50K
10090,,low<=50K
10091,,low<=50K
10092,,low<=50K
10093,high>50K,
10094,,low<=50K
10095,,low<=50K
10096,high>50K,
10097,,low<=50K
10098,high<=50K,
10099,,low<=50K
10100,,low>50K
10101,,low<=50K
10102,,low<=50K
10103,high>50K,
10104,high<=50K,
10105,,low<=50K
10106,,low<=50K
10107,high<=50K,
10108,,low>50K
10109,,low<=50K
10110,,low>50K
10111,,low<=50K
10112,,low<=50K
10113,,low<=50K
10114,high>50K,
10115,,low<=50K
10116,,low>50K
10117,,low<=50K
10118,high>50K,
10119,high>50K,
10120,,low<=50K
10121,,low<=50K
10122,,low<=50K
10123,high<=50K,
10124,high>50K,
10125,,low<=50K
10126,,low<=50K
10127,,low<=50K
10128,,low<=50K
10129,high<=50K,
10130,,low>50K
10131,,low<=50K
10132,,low<=50K
10133,,low<=50K
10134,high>50K,
10135,,low<=50K
10136,,low<=50K
10137,,low<=50K
10138,high<=50K,
10139,,low<=50K
10140,,low<=50K
10141,,low<=50K
10142,high<=50K,
10143,,low<=50K
10144,,low<=50K
10145,,low<=50K
10146,,low<=50K
10147,high>50K,
10148,,low<=50K
10149,,low<=50K
10150,,low<=50K
10151,,low<=50K
10152,,low<=50K
10153,,low>50K
10154,,low<=50K
10155,,low<=50K
10156,high>50K,
10157,,low>50K
10158,,low>50K
10159,,low<=50K
10160,high<=50K,
10161,,low>50K
10162,,low<=50K
10163,,low<=50K
10164,high>50K,
10165,high>50K,
10166,,low>50K
10167,high>50K,
10168,,low<=50K
10169,high>50K,
10170,,low<=50K
10171,,low<=50K
10172,high<=50K,
10173,,low<=50K
10174,high>50K,
10175,high>50K,
10176,,low>50K
10177,high>50K,
10178,,low>50K
10179,,low<=50K
10180,,low<=50K
10181,high<=50K,
10182,,low<=50K
10183,,low>50K
10184,,low>50K
10185,,low<=50K
10186,,low>50K
10187,high>50K,
10188,high<=50K,
10189,,low<=50K
10190,,low<=50K
10191,high>50K,
10192,,low<=50K
10193,,low<=50K
10194,,low>50K
10195,high>50K,
10196,,low<=50K
10197,,low<=50K
10198,,low<=50K
10199,,low<=50K
10200,high>50K,
10201,,low<=50K
10202,,low<=50K
10203,high<=50K,
10204,,low<=50K
10205,,low>50K
10206,,low<=50K
10207,high<=50K,
10208,high<=50K,
10209,,low<=50K
10210,,low>50K
10211,high<=50K,
10212,high>50K,
10213,,low<=50K
10214,,low<=50K
10215,,low<=50K
10216,,low<=50K
10217,high<=50K,
10218,,low<=50K
10219,high<=50K,
10220,,low<=50K
10221,,low<=50K
10222,high<=50K,
10223,,low<=50K
10224,,low<=50K
10225,,low<=50K
10226,,low<=50K
10227,,low<=50K
10228,high<=50K,
10229,,low<=50K
10230,,low>50K
10231,,low<=50K
